id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
41838,1,1,0-9y,high school,upper class,,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,Drum,30%,Medium,0,1,55,Normal,2 car length,0.4,1
158333,3,0,30y+,high school,upper class,0.58179752,1,after 2015,1,1,10238,,sedan,2,0,5,Disc,70%,Medium,0,0,90,Normal,2 car length,0.5,0
857882,3,0,30y+,university,upper class,0.50542563,1,before 2015,1,1,10238,9000.0,sedan,4,1,0,Drum,30%,High,0,1,70,Normal,1 car length,0.9,0
169712,2,0,0-9y,high school,upper class,0.572394662,1,before 2015,1,0,10238,11000.0,sedan,0,0,0,Drum,10%,Medium,1,1,60,Normal,1 car length,0.7,0
805808,1,0,10-19y,university,middle class,0.415385199,1,before 2015,1,1,10238,12000.0,sedan,0,0,1,Drum,70%,Low,0,0,90,Normal,1 car length,0.5,0
870736,2,1,10-19y,university,upper class,,1,before 2015,1,1,10238,13000.0,sedan,2,0,0,Drum,10%,Low,0,1,90,Normal,4 car length,0.7,0
382504,3,0,10-19y,high school,upper class,0.52775111,1,after 2015,1,1,32765,13000.0,sedan,0,0,0,Drum,50%,Medium,1,0,55,Normal,2 car length,0.5,0
800261,1,0,10-19y,high school,working class,0.324394938,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,90%,High,0,0,40,Aggressive,3 car length,0.4,0
457638,2,0,0-9y,high school,upper class,0.662837998,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,90%,Medium,0,0,40,Aggressive,3 car length,0.7,1
463739,1,1,10-19y,university,middle class,0.591306517,1,before 2015,1,0,10238,,sedan,1,0,1,Drum,50%,Low,0,0,90,Normal,2 car length,0.7,0
854896,2,1,20-29y,high school,upper class,0.566352368,1,after 2015,1,1,10238,,sedan,2,1,1,Drum,50%,Low,0,1,90,Normal,2 car length,0.5,0
594430,2,0,10-19y,university,upper class,0.769727852,1,after 2015,1,1,10238,11000.0,sedan,2,0,0,Disc,10%,High,1,1,90,Normal,3 car length,0.5,0
793952,1,0,10-19y,university,middle class,0.64640709,1,before 2015,0,1,32765,9000.0,sedan,4,0,1,Drum,30%,High,0,0,90,Aggressive,1 car length,0.7,1
20645,2,0,20-29y,university,upper class,0.655351248,1,after 2015,1,1,92101,10000.0,sedan,1,0,0,Drum,90%,High,1,0,90,Normal,2 car length,0.4,0
934316,1,1,10-19y,high school,working class,,1,before 2015,1,1,32765,,sedan,1,0,1,Drum,30%,Medium,0,0,90,Normal,1 car length,0.5,0
708649,1,0,10-19y,none,working class,0.469214287,1,before 2015,0,1,10238,14000.0,sedan,1,0,1,Drum,10%,Low,0,0,90,Aggressive,4 car length,0.6,0
830889,1,0,10-19y,high school,upper class,0.694769413,1,before 2015,1,1,10238,12000.0,sedan,1,0,0,Drum,30%,Medium,1,1,85,Normal,4 car length,0.5,0
724739,2,1,0-9y,university,upper class,0.67753908,1,after 2015,1,1,32765,11000.0,sports car,0,0,0,Drum,10%,Medium,1,0,40,Normal,1 car length,0.5,0
33697,1,1,10-19y,none,poverty,0.453097215,0,before 2015,0,0,92101,18000.0,sedan,3,0,1,Drum,70%,High,0,0,55,Normal,4 car length,0.6,1
846107,3,1,30y+,university,upper class,0.46573005,1,before 2015,1,0,10238,,sedan,1,0,2,Drum,30%,Low,0,1,70,Normal,4 car length,0.9,0
285038,1,0,0-9y,university,middle class,0.470368358,1,after 2015,0,0,10238,,sedan,0,0,0,Disc,10%,Low,1,0,70,Conservative,3 car length,0.6,0
435205,3,0,30y+,university,upper class,0.722181845,1,after 2015,1,1,10238,11000.0,sedan,2,0,1,Disc,50%,Medium,1,0,85,Normal,3 car length,0.6,0
548242,0,1,0-9y,high school,working class,,1,before 2015,0,1,32765,10000.0,sedan,0,0,0,Drum,30%,Medium,0,0,40,Aggressive,4 car length,0.7,1
496098,3,0,0-9y,high school,upper class,0.654469477,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,10%,Medium,1,0,70,Normal,4 car length,0.7,0
20669,0,0,0-9y,high school,poverty,0.395011586,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,90%,Low,0,0,90,Conservative,1 car length,0.4,1
527774,0,0,0-9y,high school,working class,0.518393864,1,after 2015,0,0,10238,16000.0,sedan,0,0,0,Disc,10%,Medium,1,0,60,Normal,2 car length,0.4,0
404128,3,1,30y+,university,upper class,0.66092604,1,before 2015,1,1,32765,10000.0,sedan,15,1,4,Drum,50%,Medium,1,1,55,Aggressive,2 car length,0.8,0
439480,2,1,20-29y,high school,middle class,0.553271059,1,before 2015,0,0,10238,12000.0,sedan,1,3,1,Drum,50%,Low,0,0,70,Conservative,1 car length,0.5,0
694711,1,1,10-19y,university,upper class,0.436689379,0,before 2015,0,0,32765,,sedan,3,0,3,Drum,30%,High,0,1,85,Normal,4 car length,0.5,1
621010,0,1,0-9y,high school,poverty,0.362791321,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,90%,Low,0,0,40,Aggressive,4 car length,0.4,1
225261,1,0,10-19y,university,upper class,,1,after 2015,0,1,10238,13000.0,sedan,0,0,0,Disc,50%,High,0,1,85,Aggressive,1 car length,0.7,0
353690,3,0,30y+,high school,upper class,0.784918224,0,before 2015,0,0,10238,18000.0,sedan,0,0,2,Drum,50%,Medium,0,1,85,Conservative,4 car length,0.9,0
112838,0,1,0-9y,none,poverty,0.401166053,1,before 2015,0,0,10238,11000.0,sedan,0,0,0,Drum,30%,Medium,0,0,70,Normal,3 car length,0.5,0
190804,1,0,0-9y,high school,working class,0.333902827,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,Drum,90%,Low,0,0,90,Conservative,4 car length,0.4,1
663470,1,0,10-19y,none,poverty,0.257854494,0,before 2015,0,0,32765,15000.0,sedan,0,0,0,Drum,30%,Low,0,0,40,Normal,3 car length,0.7,1
629803,0,0,0-9y,high school,poverty,0.29712566,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Normal,2 car length,0.6,1
84243,1,1,0-9y,high school,middle class,0.440200855,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,10%,Low,0,0,70,Normal,3 car length,0.7,1
899894,1,1,10-19y,high school,poverty,0.245307714,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,50%,Low,0,0,70,Conservative,3 car length,0.4,1
904040,3,0,30y+,university,upper class,,1,after 2015,1,1,10238,10000.0,sedan,4,0,11,Disc,10%,Medium,1,1,40,Normal,2 car length,0.6,0
758470,2,1,20-29y,university,upper class,0.710630297,1,after 2015,1,1,10238,11000.0,sedan,5,1,3,Drum,70%,Medium,1,1,60,Normal,2 car length,0.4,0
85051,3,1,30y+,university,upper class,0.556842956,1,before 2015,1,1,32765,,sedan,5,1,0,Drum,10%,High,0,1,40,Normal,1 car length,1.0,0
517351,2,0,0-9y,none,middle class,0.532138928,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,Drum,70%,High,0,0,70,Aggressive,4 car length,0.4,0
836974,2,0,10-19y,high school,upper class,,1,after 2015,1,1,10238,13000.0,sedan,1,0,1,Disc,90%,Low,1,0,85,Normal,2 car length,0.7,0
812159,3,1,30y+,high school,upper class,0.552302807,0,after 2015,1,1,10238,13000.0,sedan,1,0,2,Disc,30%,Medium,1,1,55,Normal,1 car length,0.7,0
313107,2,0,0-9y,high school,middle class,0.623086225,1,after 2015,0,1,10238,16000.0,sedan,0,0,0,Disc,30%,Medium,0,0,60,Aggressive,1 car length,0.5,0
919113,2,0,10-19y,none,middle class,,1,before 2015,1,0,10238,14000.0,sedan,1,0,0,Drum,50%,Low,0,0,90,Normal,2 car length,0.4,0
981198,3,0,10-19y,university,upper class,0.681523027,1,before 2015,1,1,10238,9000.0,sedan,1,0,0,Drum,50%,Medium,1,0,90,Normal,4 car length,0.9,0
144973,3,0,0-9y,high school,upper class,0.492926317,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,10%,Low,1,1,40,Normal,3 car length,0.6,0
394591,2,1,0-9y,high school,middle class,,1,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Normal,4 car length,0.4,1
674108,2,1,20-29y,university,upper class,0.758858964,1,before 2015,1,1,10238,11000.0,sedan,4,0,3,Drum,90%,Medium,0,1,90,Normal,4 car length,0.7,0
198963,1,1,0-9y,none,poverty,,0,before 2015,0,0,32765,10000.0,sedan,0,0,0,Drum,30%,Low,0,0,40,Normal,3 car length,0.5,1
107843,1,0,0-9y,high school,middle class,0.459493568,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,10%,Medium,0,0,85,Normal,3 car length,0.6,0
118824,1,1,0-9y,high school,poverty,0.327475866,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,90%,Low,0,0,60,Normal,1 car length,0.4,1
309430,2,1,20-29y,university,upper class,0.473020747,1,after 2015,0,1,10238,13000.0,sedan,3,0,3,Drum,30%,Low,1,1,70,Normal,1 car length,0.4,0
211543,0,1,0-9y,high school,poverty,0.406895091,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,50%,Low,0,0,40,Normal,1 car length,0.5,1
994291,2,1,0-9y,university,upper class,0.534055398,1,before 2015,0,1,10238,10000.0,sports car,0,0,0,Drum,30%,Low,1,1,60,Aggressive,1 car length,0.6,1
997014,0,1,0-9y,high school,working class,0.47235548,0,after 2015,0,1,32765,12000.0,sedan,0,0,0,Disc,30%,Medium,0,1,40,Aggressive,1 car length,0.4,1
517032,1,1,10-19y,high school,poverty,0.475770084,0,before 2015,1,1,10238,11000.0,sedan,2,0,1,Drum,10%,Low,0,0,85,Normal,3 car length,0.7,0
597978,1,1,10-19y,university,upper class,0.464975479,1,after 2015,0,1,10238,15000.0,sedan,1,1,2,Drum,90%,Medium,0,0,70,Aggressive,2 car length,0.7,0
611928,1,0,10-19y,high school,middle class,,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Disc,30%,High,0,0,40,Normal,4 car length,0.7,0
65962,1,1,0-9y,high school,working class,,1,before 2015,0,1,32765,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,40,Normal,4 car length,0.5,1
45019,1,0,0-9y,university,middle class,0.671451932,0,before 2015,0,1,92101,14000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Aggressive,2 car length,0.5,0
60363,2,0,10-19y,none,upper class,0.524190617,1,before 2015,0,1,32765,,sedan,0,0,0,Drum,30%,Medium,1,1,60,Normal,2 car length,0.6,0
462574,0,1,0-9y,none,poverty,0.317197195,0,before 2015,0,1,10238,16000.0,sedan,0,0,0,Drum,90%,Low,0,0,85,Normal,2 car length,0.5,1
962015,1,0,0-9y,high school,working class,0.543155085,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,10%,Low,0,0,40,Normal,4 car length,0.4,1
253678,1,0,10-19y,university,working class,0.286089605,0,before 2015,1,1,10238,7000.0,sedan,1,0,1,Drum,30%,High,0,0,85,Normal,4 car length,0.4,0
692697,1,0,10-19y,high school,poverty,0.425523648,1,before 2015,1,1,10238,9000.0,sedan,1,0,0,Drum,10%,Medium,0,0,90,Normal,1 car length,0.5,0
929521,2,1,10-19y,none,middle class,0.586561224,1,before 2015,0,0,10238,14000.0,sedan,2,0,3,Drum,30%,Medium,0,0,55,Conservative,4 car length,0.4,0
964716,1,0,0-9y,none,poverty,0.445171125,0,before 2015,1,1,32765,8000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,3 car length,0.6,1
563264,0,1,0-9y,none,poverty,0.300864244,1,before 2015,0,0,32765,17000.0,sedan,0,0,0,Drum,50%,Low,0,0,70,Conservative,1 car length,0.6,1
129280,3,0,30y+,university,upper class,0.67223938,1,after 2015,1,1,10238,11000.0,sedan,0,0,1,Drum,10%,Medium,0,1,85,Normal,1 car length,0.6,0
415020,0,0,0-9y,high school,working class,0.492009785,1,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,2 car length,0.4,0
429468,1,1,10-19y,university,middle class,0.298561555,1,after 2015,0,1,10238,13000.0,sedan,1,0,0,Drum,30%,High,1,1,85,Normal,2 car length,0.6,0
679338,1,1,10-19y,none,middle class,0.490229021,1,after 2015,0,1,32765,8000.0,sedan,6,0,1,Drum,30%,High,0,0,70,Conservative,2 car length,0.5,0
451103,2,1,20-29y,high school,working class,0.486119394,0,after 2015,1,1,10238,10000.0,sedan,3,1,3,Drum,90%,Low,0,0,85,Normal,2 car length,0.7,0
932826,3,0,10-19y,high school,upper class,0.683112093,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,50%,Medium,1,1,60,Normal,3 car length,0.6,0
765652,3,0,30y+,none,upper class,0.561269427,1,before 2015,0,1,10238,15000.0,sports car,3,0,4,Drum,90%,Low,1,1,40,Conservative,2 car length,0.9,0
186,1,1,0-9y,high school,working class,0.470393945,0,before 2015,1,1,32765,8000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Normal,1 car length,0.6,0
804470,1,0,10-19y,university,poverty,,1,before 2015,0,0,32765,16000.0,sedan,0,2,1,Drum,90%,Low,0,0,85,Normal,1 car length,0.5,0
528992,0,1,0-9y,high school,middle class,,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,30%,High,0,0,85,Aggressive,2 car length,0.4,1
62930,2,1,10-19y,university,upper class,0.564719467,0,before 2015,1,0,10238,9000.0,sports car,2,1,0,Drum,50%,Medium,1,0,55,Normal,2 car length,0.5,0
197936,3,1,20-29y,university,upper class,0.662354908,1,after 2015,1,1,32765,11000.0,sedan,4,0,2,Drum,30%,Low,0,1,60,Normal,1 car length,0.8,0
236019,3,0,30y+,university,upper class,0.682265262,1,before 2015,0,1,10238,11000.0,sedan,3,0,6,Drum,90%,High,0,1,40,Aggressive,3 car length,1.0,0
184376,2,0,20-29y,high school,upper class,0.481555247,1,before 2015,0,1,32765,13000.0,sedan,4,0,1,Drum,50%,Low,0,0,70,Conservative,4 car length,0.5,0
186552,3,1,20-29y,high school,middle class,0.49511015,1,before 2015,1,1,10238,10000.0,sedan,5,0,2,Drum,30%,Low,0,0,85,Normal,2 car length,0.8,0
519425,3,0,30y+,university,upper class,0.630680695,1,after 2015,1,1,10238,12000.0,sedan,0,0,2,Drum,30%,Low,0,0,90,Normal,4 car length,1.0,0
108122,0,1,0-9y,high school,poverty,0.252209136,0,after 2015,0,0,32765,16000.0,sedan,0,0,0,Disc,30%,High,1,1,60,Conservative,4 car length,0.7,1
936450,2,0,20-29y,university,upper class,0.617009112,1,after 2015,1,1,10238,7000.0,sedan,0,0,1,Drum,10%,High,0,1,70,Normal,4 car length,0.5,0
529009,0,1,0-9y,high school,middle class,0.488642533,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Normal,3 car length,0.6,1
833844,3,1,30y+,none,middle class,0.605040355,1,before 2015,1,1,10238,11000.0,sedan,4,1,5,Drum,70%,Medium,0,0,70,Normal,3 car length,0.9,0
91848,2,0,20-29y,university,upper class,0.671710087,1,before 2015,1,1,32765,10000.0,sedan,5,1,1,Drum,30%,High,0,1,90,Normal,1 car length,0.7,0
960784,2,0,20-29y,high school,upper class,0.610043219,1,before 2015,1,1,32765,9000.0,sedan,3,1,0,Drum,50%,Medium,1,1,90,Normal,4 car length,0.6,0
342618,2,1,0-9y,high school,middle class,0.490817307,0,after 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,70%,Low,0,0,85,Normal,1 car length,0.6,0
453418,2,1,10-19y,university,upper class,0.689855748,1,after 2015,1,1,32765,9000.0,sedan,1,0,1,Disc,30%,High,1,0,85,Normal,2 car length,0.6,0
861194,1,0,10-19y,high school,middle class,,1,before 2015,0,1,10238,12000.0,sports car,2,0,1,Drum,10%,Medium,0,0,55,Normal,3 car length,0.7,0
172677,2,1,10-19y,high school,upper class,0.680579036,1,before 2015,0,1,10238,10000.0,sedan,1,1,3,Drum,90%,Low,0,1,85,Conservative,1 car length,0.7,0
350213,0,0,0-9y,high school,working class,0.376212853,1,after 2015,0,0,32765,15000.0,sedan,0,0,0,Drum,70%,Medium,0,0,40,Conservative,1 car length,0.5,0
427060,3,0,30y+,university,upper class,0.607466089,1,after 2015,1,1,10238,11000.0,sedan,0,1,1,Drum,90%,Medium,1,1,40,Normal,4 car length,0.9,0
833902,0,0,0-9y,university,poverty,0.333379036,1,before 2015,0,0,10238,,sedan,0,0,0,Drum,90%,Medium,0,0,90,Conservative,2 car length,0.7,0
202943,0,1,0-9y,high school,poverty,0.325889455,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,70,Aggressive,2 car length,0.5,1
551323,1,1,0-9y,university,upper class,0.642891151,1,after 2015,1,0,10238,15000.0,sedan,0,0,0,Drum,70%,High,1,1,60,Normal,4 car length,0.4,0
38580,0,1,0-9y,high school,working class,0.324985822,1,before 2015,0,0,32765,15000.0,sedan,0,0,0,Drum,90%,High,0,0,85,Normal,2 car length,0.4,1
193387,0,0,0-9y,university,upper class,0.611487599,1,after 2015,0,1,32765,9000.0,sedan,0,0,0,Drum,10%,Medium,1,0,90,Normal,4 car length,0.4,1
26228,2,1,20-29y,university,upper class,0.674187367,1,before 2015,1,1,92101,7000.0,sedan,1,0,1,Drum,90%,Low,0,1,70,Normal,1 car length,0.5,0
287790,1,0,10-19y,high school,middle class,0.623860036,1,before 2015,1,1,32765,,sedan,3,0,1,Drum,50%,Medium,0,0,85,Normal,4 car length,0.7,0
135509,1,0,10-19y,high school,middle class,0.659786111,1,after 2015,0,1,10238,13000.0,sedan,1,0,0,Drum,70%,Medium,0,0,90,Conservative,3 car length,0.7,0
818522,3,0,20-29y,university,upper class,0.497230072,1,after 2015,1,1,10238,15000.0,sedan,3,0,2,Disc,10%,High,1,0,60,Normal,3 car length,0.6,0
968115,3,1,30y+,university,upper class,,1,after 2015,1,1,10238,12000.0,sedan,5,0,8,Disc,50%,Low,1,0,60,Normal,3 car length,1.0,0
372874,1,0,10-19y,high school,working class,0.492907885,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,30%,High,0,0,70,Aggressive,3 car length,0.6,0
540632,1,1,10-19y,high school,working class,0.577514774,1,before 2015,0,0,10238,16000.0,sedan,2,1,0,Drum,70%,Low,0,0,70,Conservative,2 car length,0.6,0
45157,1,1,0-9y,none,poverty,0.292372047,0,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,70%,Low,0,0,40,Normal,4 car length,0.7,1
70979,0,1,0-9y,university,middle class,0.396553199,0,before 2015,1,0,32765,7000.0,sedan,0,0,0,Drum,50%,High,0,0,85,Normal,1 car length,0.6,1
668552,1,1,10-19y,none,working class,0.385119208,0,before 2015,0,0,10238,17000.0,sedan,0,0,1,Drum,70%,High,0,0,85,Aggressive,1 car length,0.6,1
324785,1,0,0-9y,none,poverty,0.36889837,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,90%,Medium,0,0,55,Conservative,2 car length,0.7,1
621262,3,0,20-29y,university,upper class,0.49741039,1,after 2015,0,1,10238,12000.0,sedan,1,0,1,Drum,70%,High,1,0,70,Conservative,4 car length,0.8,0
976455,0,0,0-9y,university,middle class,0.512278428,0,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,4 car length,0.4,0
816614,1,1,10-19y,university,upper class,0.537100854,1,before 2015,0,0,32765,9000.0,sedan,3,1,1,Drum,30%,Medium,0,0,40,Normal,1 car length,0.5,0
558961,1,0,10-19y,high school,middle class,0.426459085,1,after 2015,1,1,10238,10000.0,sedan,1,1,2,Drum,50%,Medium,1,0,85,Normal,4 car length,0.7,0
840221,1,0,10-19y,university,middle class,0.577005226,1,before 2015,0,1,10238,9000.0,sedan,2,0,1,Drum,10%,Medium,0,0,90,Conservative,4 car length,0.4,0
659990,1,1,10-19y,university,middle class,0.672041403,1,before 2015,0,0,10238,14000.0,sedan,1,0,4,Drum,90%,High,0,0,90,Aggressive,3 car length,0.4,0
518694,2,1,10-19y,high school,upper class,0.639195029,1,after 2015,0,1,32765,10000.0,sedan,6,1,1,Disc,50%,Low,0,1,70,Aggressive,3 car length,0.4,0
305388,2,1,0-9y,university,upper class,0.525337435,1,after 2015,1,1,10238,12000.0,sedan,0,0,0,Disc,70%,Low,0,1,85,Normal,1 car length,0.4,0
965555,1,0,10-19y,high school,middle class,0.530572457,1,before 2015,1,1,32765,8000.0,sedan,1,0,0,Drum,10%,Medium,0,0,60,Normal,4 car length,0.4,0
589113,3,1,30y+,none,middle class,0.44291129,1,before 2015,1,1,10238,13000.0,sedan,6,0,4,Drum,70%,Low,0,0,60,Normal,1 car length,0.9,0
992359,0,1,0-9y,none,poverty,0.403095961,0,before 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Normal,1 car length,0.4,0
956388,3,0,0-9y,university,upper class,0.582524194,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Disc,10%,Low,1,0,70,Normal,4 car length,1.0,0
752140,1,1,10-19y,university,upper class,0.53680928,1,before 2015,0,0,32765,10000.0,sedan,4,1,2,Drum,90%,High,0,0,90,Aggressive,1 car length,0.7,1
213655,1,1,0-9y,none,poverty,0.416992056,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,10%,Low,0,0,70,Conservative,3 car length,0.6,1
148832,1,0,10-19y,none,poverty,0.342387747,0,before 2015,0,1,32765,16000.0,sedan,1,0,0,Drum,50%,Medium,0,0,70,Conservative,1 car length,0.7,1
789148,2,0,20-29y,university,upper class,0.608886216,1,after 2015,1,1,10238,13000.0,sedan,1,0,4,Drum,70%,Medium,0,0,90,Normal,3 car length,0.6,0
849512,1,1,10-19y,university,upper class,0.617835772,1,after 2015,1,1,10238,13000.0,sports car,2,0,1,Drum,10%,Low,1,0,85,Normal,3 car length,0.5,0
9905,2,0,20-29y,high school,middle class,0.51784963,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,70%,High,0,0,70,Aggressive,4 car length,0.4,0
989673,3,1,30y+,university,upper class,0.359285543,1,after 2015,1,1,10238,12000.0,sedan,3,2,6,Drum,90%,High,1,1,85,Normal,2 car length,0.9,0
34367,0,0,0-9y,none,poverty,0.357766196,0,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,10%,High,0,0,70,Normal,1 car length,0.6,1
894225,0,0,0-9y,none,poverty,0.521351038,0,before 2015,0,0,21217,17000.0,sedan,0,0,0,Drum,90%,High,0,0,55,Aggressive,3 car length,0.5,1
415401,1,0,10-19y,high school,poverty,0.432539924,1,before 2015,0,0,10238,14000.0,sedan,0,0,1,Drum,90%,Low,0,0,85,Conservative,2 car length,0.7,0
650065,3,1,30y+,university,upper class,,1,before 2015,1,1,10238,8000.0,sedan,4,0,5,Drum,50%,High,1,0,90,Normal,3 car length,1.0,0
746070,1,0,10-19y,high school,upper class,0.606053051,1,before 2015,0,1,32765,10000.0,sedan,1,1,0,Drum,10%,Low,1,1,70,Aggressive,3 car length,0.7,0
588914,0,1,0-9y,none,poverty,0.462436123,0,before 2015,1,0,32765,9000.0,sedan,0,0,0,Drum,50%,Low,0,0,60,Normal,2 car length,0.6,1
231584,2,1,20-29y,university,upper class,0.566346537,1,after 2015,1,1,10238,,sedan,1,0,5,Drum,70%,Medium,1,0,85,Normal,2 car length,0.6,0
963221,1,1,10-19y,university,middle class,0.62473363,1,before 2015,1,1,10238,12000.0,sedan,2,0,1,Drum,10%,Medium,0,0,70,Normal,2 car length,0.7,0
162234,1,1,10-19y,high school,poverty,0.387568325,1,before 2015,0,0,10238,18000.0,sedan,0,1,1,Drum,30%,Low,0,0,55,Aggressive,2 car length,0.4,0
278500,2,1,20-29y,university,upper class,0.582040354,1,after 2015,0,1,10238,14000.0,sedan,2,0,4,Disc,90%,High,1,0,40,Aggressive,4 car length,0.7,0
379046,1,0,10-19y,university,upper class,,1,after 2015,1,1,10238,11000.0,sedan,4,0,0,Disc,50%,High,0,1,85,Normal,4 car length,0.4,0
869386,1,1,10-19y,university,poverty,0.285042279,0,before 2015,0,0,10238,11000.0,sedan,0,0,1,Drum,10%,High,0,0,60,Normal,3 car length,0.7,0
903626,1,0,0-9y,high school,poverty,0.536910116,1,before 2015,0,0,10238,,sedan,0,0,0,Drum,30%,High,0,0,55,Aggressive,3 car length,0.4,1
163162,3,1,20-29y,university,upper class,0.633785354,1,after 2015,1,1,10238,13000.0,sedan,1,0,1,Disc,70%,Medium,0,1,70,Normal,3 car length,0.4,0
202791,0,1,0-9y,university,working class,0.478777049,0,after 2015,0,0,32765,15000.0,sedan,0,0,0,Drum,90%,High,0,0,90,Conservative,4 car length,0.4,1
970398,2,0,20-29y,university,middle class,0.594325706,1,before 2015,1,0,10238,10000.0,sports car,3,1,1,Drum,50%,Medium,0,0,70,Normal,1 car length,0.5,0
428267,2,1,20-29y,university,upper class,0.660794938,1,after 2015,1,1,32765,10000.0,sedan,7,0,1,Drum,70%,High,1,1,70,Normal,1 car length,0.6,0
894548,2,0,0-9y,high school,working class,0.43419937,0,before 2015,1,1,32765,10000.0,sedan,0,0,0,Drum,90%,High,0,0,40,Normal,4 car length,0.6,1
822297,2,1,20-29y,university,upper class,0.571018341,1,before 2015,0,1,10238,14000.0,sedan,3,1,7,Drum,90%,Low,0,1,60,Conservative,1 car length,0.6,0
776868,2,1,20-29y,university,upper class,0.740883661,1,after 2015,1,1,10238,8000.0,sedan,1,0,5,Disc,30%,High,1,0,90,Normal,2 car length,0.4,0
247573,1,0,10-19y,university,upper class,0.616289339,1,before 2015,1,1,92101,12000.0,sedan,0,0,1,Drum,70%,Medium,1,0,40,Normal,2 car length,0.5,0
224883,0,1,0-9y,high school,working class,,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,10%,Low,0,0,70,Conservative,4 car length,0.5,1
625221,2,0,0-9y,high school,upper class,0.631218363,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,10%,High,0,1,70,Normal,2 car length,0.7,0
686371,2,1,20-29y,none,poverty,,0,before 2015,0,1,32765,14000.0,sedan,8,0,2,Drum,90%,Medium,0,0,40,Normal,4 car length,0.5,0
158028,0,0,0-9y,high school,working class,0.429582513,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Normal,3 car length,0.4,0
10217,3,1,30y+,high school,upper class,0.524487079,1,after 2015,1,1,10238,13000.0,sedan,2,0,4,Drum,90%,Medium,1,1,85,Normal,1 car length,0.8,0
498650,3,1,10-19y,high school,upper class,0.512768038,1,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,30%,High,1,0,70,Conservative,4 car length,0.9,0
897708,1,1,10-19y,high school,working class,0.389233759,0,before 2015,0,0,10238,16000.0,sedan,2,0,0,Drum,30%,High,0,0,90,Conservative,1 car length,0.7,1
966269,3,1,0-9y,university,upper class,,1,after 2015,1,0,10238,11000.0,sedan,0,0,0,Drum,90%,High,0,1,40,Normal,1 car length,0.8,1
361846,2,0,20-29y,university,upper class,0.692320282,1,before 2015,1,1,32765,5000.0,sedan,6,0,4,Drum,30%,High,0,1,85,Normal,3 car length,0.5,0
768767,2,0,0-9y,university,upper class,0.722601641,0,before 2015,1,1,32765,,sedan,0,0,0,Drum,10%,Medium,1,1,85,Normal,1 car length,0.4,1
918841,3,1,10-19y,high school,upper class,0.576479525,1,after 2015,1,1,32765,,sedan,3,1,0,Disc,50%,Medium,1,1,70,Normal,1 car length,0.9,0
