id,age,gender,driving_experience,education,income,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
203357,2,1,20-29y,university,middle class,1,before 2015,1,0,32765,11000.0,sedan,12,0,2,Drum,30%,Low,0,0,90,Normal,1 car length,0.6,0
315405,3,0,30y+,university,upper class,1,before 2015,1,1,10238,10000.0,sedan,4,1,6,Drum,30%,Low,1,0,55,Normal,2 car length,0.9,0
390289,1,1,10-19y,none,poverty,0,before 2015,1,1,32765,10000.0,sedan,1,0,1,Drum,10%,Low,0,0,70,Normal,1 car length,0.6,1
178836,2,0,10-19y,high school,middle class,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,90%,Medium,0,0,55,Conservative,3 car length,0.5,0
469772,0,1,0-9y,university,working class,0,before 2015,0,1,32765,8000.0,sedan,0,0,0,Drum,70%,Low,0,0,90,Conservative,1 car length,0.7,1
73606,2,1,20-29y,high school,middle class,1,after 2015,1,1,10238,13000.0,sedan,1,0,4,Disc,50%,Medium,0,1,70,Normal,4 car length,0.7,0
66601,1,0,0-9y,high school,upper class,0,after 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,10%,Low,0,0,40,Aggressive,2 car length,0.5,0
672971,3,1,30y+,high school,middle class,1,after 2015,1,1,10238,8000.0,sedan,4,1,5,Disc,70%,Medium,0,0,40,Normal,2 car length,0.8,0
111201,3,1,20-29y,university,upper class,1,after 2015,1,1,32765,8000.0,sedan,8,2,4,Drum,50%,Medium,1,0,55,Normal,1 car length,0.7,1
208114,0,1,0-9y,none,poverty,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,10%,High,0,0,60,Aggressive,4 car length,0.6,1
404131,1,0,10-19y,none,poverty,1,before 2015,0,0,10238,17000.0,sedan,0,0,1,Drum,90%,Medium,0,0,70,Conservative,3 car length,0.7,0
183837,3,0,20-29y,university,upper class,1,before 2015,1,1,10238,13000.0,sedan,1,0,0,Drum,90%,Medium,0,1,90,Normal,4 car length,0.8,0
364406,2,1,20-29y,university,upper class,0,after 2015,0,1,10238,12000.0,sedan,2,0,6,Drum,50%,Low,1,1,70,Conservative,3 car length,0.7,0
292035,1,0,0-9y,university,working class,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Normal,4 car length,0.6,0
86029,1,0,10-19y,university,upper class,1,before 2015,1,1,10238,8000.0,sedan,0,0,0,Drum,70%,Medium,1,0,60,Normal,4 car length,0.4,0
756320,3,1,30y+,high school,upper class,1,after 2015,1,1,92101,13000.0,sedan,3,1,1,Drum,30%,Medium,1,0,60,Normal,2 car length,0.5,0
696589,1,1,10-19y,university,upper class,1,after 2015,1,1,10238,,sedan,1,1,3,Disc,30%,High,0,0,40,Normal,3 car length,0.5,0
457861,0,0,0-9y,high school,poverty,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Normal,2 car length,0.7,0
941602,0,1,0-9y,high school,working class,1,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Normal,4 car length,0.6,0
43075,2,1,20-29y,university,middle class,1,before 2015,1,1,10238,9000.0,sedan,2,0,3,Drum,70%,Low,0,0,70,Normal,4 car length,0.7,0
91798,2,0,0-9y,university,upper class,1,before 2015,0,1,10238,8000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Aggressive,4 car length,0.4,0
692983,1,0,0-9y,high school,working class,1,before 2015,1,0,10238,16000.0,sedan,0,0,0,Drum,70%,Medium,0,0,90,Normal,1 car length,0.7,1
710197,2,1,20-29y,high school,middle class,1,before 2015,1,1,92101,13000.0,sedan,0,1,2,Drum,50%,Medium,0,0,90,Normal,1 car length,0.4,0
706607,1,1,10-19y,none,working class,0,after 2015,0,0,10238,13000.0,sedan,2,1,3,Drum,10%,Low,0,0,60,Normal,1 car length,0.5,0
839869,2,0,20-29y,high school,upper class,0,before 2015,0,0,10238,19000.0,sedan,1,0,2,Drum,10%,Medium,1,1,60,Aggressive,2 car length,0.7,0
568720,2,0,0-9y,university,middle class,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,70%,High,0,0,90,Normal,3 car length,0.6,0
109870,3,0,0-9y,high school,upper class,1,after 2015,1,1,32765,4000.0,sedan,0,0,0,Disc,90%,Low,0,1,90,Normal,1 car length,0.9,0
800779,1,0,10-19y,university,working class,1,before 2015,0,0,10238,16000.0,sedan,0,1,0,Drum,10%,Medium,0,0,70,Aggressive,1 car length,0.4,0
424112,3,0,30y+,university,upper class,1,after 2015,0,1,10238,11000.0,sedan,6,0,1,Drum,90%,Low,0,1,70,Normal,4 car length,0.9,0
245774,2,1,20-29y,university,middle class,1,before 2015,0,1,10238,10000.0,sedan,3,0,6,Drum,30%,High,0,0,55,Normal,2 car length,0.6,0
907904,0,0,0-9y,none,poverty,0,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,30%,Medium,0,0,90,Conservative,3 car length,0.7,0
912419,2,0,10-19y,none,middle class,1,before 2015,1,1,10238,12000.0,sedan,1,0,0,Drum,50%,Medium,0,0,85,Normal,3 car length,0.6,0
49143,1,1,10-19y,university,upper class,1,after 2015,0,1,10238,14000.0,sedan,1,1,0,Drum,90%,Low,1,1,85,Aggressive,3 car length,0.4,0
389090,1,0,10-19y,none,working class,1,before 2015,1,0,92101,,sedan,0,0,0,Drum,70%,Low,0,0,90,Normal,3 car length,0.6,0
64244,1,0,10-19y,none,working class,1,after 2015,0,0,32765,12000.0,sedan,1,0,1,Disc,70%,High,1,0,70,Conservative,1 car length,0.6,0
946118,0,0,0-9y,none,poverty,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,70%,Medium,0,0,55,Conservative,4 car length,0.4,1
718508,1,1,10-19y,high school,middle class,0,after 2015,1,0,10238,10000.0,sedan,1,0,2,Disc,90%,Medium,0,0,85,Normal,3 car length,0.4,0
44221,1,1,10-19y,university,middle class,1,after 2015,0,1,10238,12000.0,sedan,2,0,0,Disc,10%,High,1,0,70,Normal,4 car length,0.7,0
184419,3,1,0-9y,high school,upper class,1,before 2015,1,1,32765,6000.0,sedan,0,0,0,Drum,30%,High,1,1,70,Normal,2 car length,0.8,1
582054,2,0,20-29y,high school,middle class,1,after 2015,0,1,10238,11000.0,sedan,1,1,0,Drum,30%,High,1,0,40,Conservative,3 car length,0.5,0
564116,2,1,20-29y,university,upper class,1,before 2015,1,1,10238,6000.0,sedan,9,1,6,Drum,10%,Low,1,0,85,Aggressive,2 car length,0.6,0
616000,3,1,30y+,university,upper class,1,after 2015,1,1,10238,12000.0,sedan,1,0,4,Drum,10%,Low,1,1,90,Normal,3 car length,0.8,0
926334,2,0,0-9y,high school,working class,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Normal,4 car length,0.7,0
105174,1,0,0-9y,university,middle class,1,before 2015,1,0,10238,13000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Normal,1 car length,0.5,1
538631,0,0,0-9y,none,working class,1,before 2015,1,1,32765,7000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Normal,4 car length,0.4,1
627921,0,1,0-9y,university,working class,1,before 2015,1,0,32765,12000.0,sedan,0,0,0,Drum,70%,Low,0,0,85,Normal,2 car length,0.7,1
256276,2,0,0-9y,none,middle class,0,before 2015,0,0,32765,11000.0,sedan,0,0,0,Drum,30%,Medium,0,0,55,Conservative,2 car length,0.7,1
230441,1,0,0-9y,high school,poverty,1,after 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,50%,Medium,0,0,90,Aggressive,3 car length,0.6,0
460018,0,1,0-9y,none,poverty,1,after 2015,0,0,10238,16000.0,sedan,0,0,0,Disc,90%,Low,0,1,90,Aggressive,4 car length,0.4,0
57578,2,1,10-19y,university,upper class,1,before 2015,1,1,10238,11000.0,sedan,4,0,4,Drum,50%,Medium,1,0,85,Normal,3 car length,0.4,0
143159,1,0,10-19y,high school,working class,0,after 2015,0,1,10238,,sedan,1,0,0,Drum,30%,Medium,1,0,85,Normal,1 car length,0.6,0
967436,2,0,20-29y,university,upper class,1,after 2015,1,1,10238,9000.0,sedan,3,0,1,Drum,50%,High,0,0,40,Normal,2 car length,0.6,0
989398,2,1,20-29y,high school,middle class,1,before 2015,1,1,10238,,sedan,2,0,3,Drum,50%,Low,0,0,70,Normal,4 car length,0.6,0
338816,2,1,20-29y,high school,middle class,1,before 2015,0,0,10238,18000.0,sedan,1,1,4,Drum,90%,Low,0,0,70,Aggressive,1 car length,0.5,0
774925,1,0,10-19y,high school,working class,1,before 2015,0,1,10238,11000.0,sedan,0,0,1,Drum,90%,Low,0,0,70,Conservative,3 car length,0.4,0
259369,0,0,0-9y,high school,poverty,0,before 2015,1,0,10238,14000.0,sedan,0,0,0,Drum,50%,High,0,0,60,Normal,3 car length,0.5,1
859256,3,0,30y+,university,middle class,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Normal,2 car length,0.9,0
205125,2,1,10-19y,university,middle class,1,before 2015,0,1,32765,10000.0,sedan,2,0,0,Drum,50%,Low,0,0,90,Conservative,2 car length,0.5,0
578232,3,1,30y+,high school,middle class,0,before 2015,0,1,32765,11000.0,sedan,2,0,0,Drum,30%,Medium,0,0,70,Normal,1 car length,0.8,0
396832,0,1,0-9y,university,working class,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,90%,High,0,0,70,Normal,3 car length,0.7,0
988193,0,1,0-9y,university,middle class,0,after 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,90%,Medium,1,0,40,Normal,3 car length,0.4,1
919194,3,1,30y+,high school,middle class,1,before 2015,1,1,10238,11000.0,sedan,8,0,3,Drum,50%,High,0,0,90,Aggressive,3 car length,0.9,0
905984,3,0,30y+,high school,upper class,1,after 2015,0,1,10238,12000.0,sedan,4,0,1,Drum,10%,Low,1,0,55,Normal,2 car length,0.5,0
144603,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,15000.0,sedan,0,0,0,Disc,50%,High,0,0,70,Normal,4 car length,0.4,0
97442,1,1,0-9y,university,middle class,0,after 2015,0,0,10238,15000.0,sedan,0,0,0,Disc,70%,High,0,0,40,Normal,2 car length,0.6,1
838106,1,0,10-19y,high school,upper class,1,before 2015,1,1,10238,,sedan,0,0,0,Drum,90%,High,0,0,70,Normal,1 car length,0.6,0
863765,3,0,10-19y,university,upper class,0,before 2015,1,1,32765,9000.0,sedan,4,1,0,Drum,50%,Low,0,0,70,Normal,3 car length,0.9,1
766660,1,0,10-19y,high school,poverty,0,before 2015,0,1,10238,12000.0,sedan,0,0,1,Drum,30%,Low,0,0,90,Aggressive,4 car length,0.5,0
246688,1,0,0-9y,high school,middle class,1,before 2015,1,0,32765,9000.0,sedan,0,0,0,Drum,30%,Medium,0,0,55,Normal,4 car length,0.5,1
105220,2,0,0-9y,none,working class,0,after 2015,1,0,10238,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,60,Normal,3 car length,0.7,1
70559,1,1,10-19y,none,poverty,0,before 2015,0,1,10238,10000.0,sedan,1,0,2,Drum,70%,High,0,0,90,Aggressive,1 car length,0.5,1
150039,2,0,20-29y,high school,working class,0,before 2015,0,1,10238,,sedan,3,1,4,Drum,50%,Low,0,0,70,Normal,2 car length,0.5,0
755650,3,0,30y+,high school,upper class,1,after 2015,1,1,10238,10000.0,sedan,5,2,1,Disc,30%,Low,0,0,40,Normal,2 car length,0.8,0
713565,1,1,10-19y,university,working class,0,before 2015,1,1,10238,9000.0,sedan,1,0,1,Drum,30%,Low,0,0,70,Normal,3 car length,0.6,1
382661,3,0,30y+,university,upper class,1,before 2015,1,1,10238,5000.0,sedan,4,1,1,Drum,30%,Low,1,1,70,Normal,4 car length,0.9,0
329019,0,1,0-9y,high school,poverty,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,90,Aggressive,4 car length,0.6,1
325157,0,0,0-9y,none,poverty,0,after 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,70%,Medium,1,1,40,Normal,1 car length,0.7,1
351086,3,0,10-19y,high school,middle class,1,before 2015,0,1,10238,11000.0,sedan,1,0,1,Drum,70%,Medium,0,0,90,Aggressive,4 car length,0.8,0
916877,2,0,0-9y,university,upper class,1,before 2015,0,1,92101,13000.0,sedan,0,0,0,Drum,70%,High,1,0,40,Normal,3 car length,0.7,1
592421,0,0,0-9y,high school,middle class,1,before 2015,1,1,10238,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,85,Normal,3 car length,0.6,1
79334,2,1,10-19y,university,upper class,1,after 2015,0,1,10238,13000.0,sedan,1,0,1,Disc,30%,Low,0,1,85,Conservative,3 car length,0.4,0
107434,1,0,10-19y,university,upper class,1,before 2015,1,1,10238,10000.0,sedan,0,0,2,Drum,30%,Medium,0,1,60,Normal,3 car length,0.7,0
352278,0,0,0-9y,none,poverty,0,before 2015,1,0,10238,16000.0,sedan,0,0,0,Drum,90%,Low,0,0,85,Normal,4 car length,0.5,1
635281,3,0,30y+,high school,upper class,0,before 2015,1,1,10238,8000.0,sedan,0,0,0,Drum,50%,High,1,1,70,Normal,2 car length,0.9,0
609931,2,0,20-29y,none,middle class,1,before 2015,1,0,32765,14000.0,sedan,2,1,0,Drum,90%,Low,0,0,90,Normal,2 car length,0.6,0
28477,2,1,20-29y,high school,working class,0,before 2015,0,1,10238,12000.0,sedan,3,0,6,Drum,30%,Medium,0,0,55,Aggressive,4 car length,0.4,0
479439,2,0,20-29y,high school,working class,0,after 2015,1,1,10238,12000.0,sedan,2,0,0,Drum,50%,Medium,1,0,40,Normal,1 car length,0.6,0
593321,1,1,10-19y,university,upper class,1,after 2015,1,0,10238,11000.0,sedan,2,0,1,Drum,30%,Low,1,0,70,Normal,4 car length,0.7,0
234077,1,0,10-19y,none,working class,0,before 2015,1,1,10238,8000.0,sedan,1,1,0,Drum,10%,Medium,0,0,90,Normal,2 car length,0.6,0
220413,2,0,20-29y,high school,upper class,1,before 2015,1,1,32765,8000.0,sedan,4,0,2,Drum,90%,Low,1,1,70,Normal,1 car length,0.7,0
708052,3,0,30y+,high school,middle class,1,after 2015,0,1,10238,11000.0,sedan,3,0,3,Drum,50%,Medium,1,0,85,Normal,4 car length,1.0,0
470782,1,1,10-19y,high school,middle class,1,before 2015,1,1,10238,12000.0,sedan,1,0,3,Drum,30%,High,0,0,85,Normal,4 car length,0.7,0
347235,0,0,0-9y,high school,poverty,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,70%,Low,0,0,55,Normal,1 car length,0.4,1
46195,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,12000.0,sedan,2,3,0,Drum,10%,Medium,0,0,70,Normal,4 car length,0.5,0
392766,3,0,30y+,high school,upper class,1,before 2015,0,1,32765,12000.0,sedan,7,2,0,Drum,90%,Medium,0,1,90,Conservative,3 car length,0.9,0
617236,3,1,20-29y,high school,working class,1,before 2015,1,1,10238,13000.0,sports car,3,1,3,Drum,10%,High,0,0,70,Normal,1 car length,0.9,0
397198,1,1,0-9y,university,upper class,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,50%,Medium,0,0,90,Aggressive,3 car length,0.5,1
142274,3,1,20-29y,university,upper class,1,before 2015,1,1,10238,12000.0,sedan,1,1,2,Drum,10%,Low,0,1,70,Normal,2 car length,0.9,0
788520,1,0,10-19y,high school,upper class,1,before 2015,0,1,10238,12000.0,sedan,0,1,0,Drum,70%,Low,0,0,70,Normal,2 car length,0.5,0
228270,3,0,30y+,high school,upper class,0,after 2015,1,1,32765,5000.0,sedan,2,1,1,Drum,70%,Low,1,0,60,Normal,2 car length,0.9,0
441183,1,0,10-19y,high school,middle class,1,before 2015,0,1,10238,9000.0,sports car,0,1,1,Drum,90%,High,0,0,55,Conservative,3 car length,0.7,0
172025,1,0,0-9y,none,working class,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,30%,Low,0,0,85,Aggressive,1 car length,0.5,0
973588,2,0,20-29y,university,upper class,1,after 2015,0,0,10238,12000.0,sedan,1,0,0,Disc,90%,Low,0,1,70,Conservative,1 car length,0.4,0
920305,2,0,0-9y,university,upper class,1,after 2015,0,1,92101,12000.0,sedan,0,0,0,Drum,90%,High,1,1,85,Conservative,1 car length,0.6,0
479156,3,1,10-19y,university,upper class,1,before 2015,1,1,32765,9000.0,sedan,4,1,3,Drum,70%,Low,1,0,70,Normal,1 car length,1.0,0
72382,2,1,20-29y,high school,working class,0,before 2015,0,1,10238,14000.0,sedan,0,0,1,Drum,50%,Medium,0,0,70,Normal,1 car length,0.6,0
532542,0,1,0-9y,none,poverty,1,before 2015,0,0,21217,,sedan,0,0,0,Drum,10%,Medium,0,0,90,Aggressive,3 car length,0.7,1
420705,2,0,20-29y,high school,working class,0,before 2015,0,0,10238,17000.0,sedan,1,0,1,Drum,90%,Medium,0,0,70,Conservative,2 car length,0.4,0
683632,3,1,30y+,none,middle class,0,before 2015,1,1,32765,9000.0,sedan,10,1,5,Drum,70%,High,0,0,40,Aggressive,1 car length,0.8,0
934994,2,0,20-29y,high school,upper class,1,before 2015,1,1,10238,10000.0,sedan,2,1,0,Drum,50%,Medium,0,1,85,Normal,2 car length,0.5,0
559747,0,1,0-9y,high school,poverty,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Normal,3 car length,0.5,1
345626,1,1,10-19y,high school,poverty,0,before 2015,0,0,10238,15000.0,sedan,0,0,1,Drum,70%,Low,0,0,70,Conservative,1 car length,0.5,1
199651,0,1,0-9y,high school,working class,1,before 2015,0,1,32765,,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,4 car length,0.4,1
698069,1,0,10-19y,university,middle class,1,before 2015,0,0,92101,14000.0,sedan,0,0,1,Drum,30%,High,0,0,40,Conservative,1 car length,0.6,1
427399,3,0,30y+,high school,upper class,1,before 2015,1,1,32765,8000.0,sports car,11,1,0,Drum,50%,Medium,1,0,90,Conservative,2 car length,0.8,0
208179,2,1,20-29y,university,upper class,1,before 2015,1,1,32765,9000.0,sedan,4,2,0,Drum,10%,Medium,0,0,90,Normal,4 car length,0.5,0
144092,2,0,0-9y,high school,middle class,0,before 2015,0,0,21217,15000.0,sedan,0,0,0,Drum,70%,High,0,0,70,Aggressive,3 car length,0.4,1
806915,2,1,20-29y,university,upper class,1,after 2015,0,0,10238,16000.0,sedan,0,0,1,Drum,50%,High,0,0,40,Conservative,3 car length,0.7,0
746285,3,1,30y+,university,upper class,1,after 2015,1,1,32765,8000.0,sedan,11,2,0,Drum,90%,Low,1,0,70,Conservative,4 car length,0.5,0
267864,1,0,10-19y,high school,working class,0,before 2015,0,0,32765,12000.0,sedan,1,0,0,Drum,10%,High,0,0,85,Aggressive,2 car length,0.7,1
16453,3,0,0-9y,none,working class,0,before 2015,1,0,92101,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Normal,2 car length,0.9,1
909598,1,1,10-19y,none,poverty,0,before 2015,0,0,10238,13000.0,sedan,3,1,1,Drum,10%,Low,0,0,90,Conservative,2 car length,0.5,0
874042,0,0,0-9y,high school,poverty,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,30%,High,0,0,90,Aggressive,4 car length,0.5,0
395393,2,0,10-19y,none,upper class,1,before 2015,0,0,32765,10000.0,sedan,2,0,0,Drum,30%,Low,0,0,70,Normal,2 car length,0.7,0
866220,1,0,10-19y,high school,upper class,1,before 2015,0,1,10238,12000.0,sedan,1,0,1,Drum,70%,High,1,1,70,Normal,1 car length,0.6,0
566194,0,1,0-9y,high school,poverty,1,before 2015,0,0,10238,15000.0,sports car,0,0,0,Drum,30%,High,0,0,70,Conservative,4 car length,0.4,0
713543,0,1,0-9y,high school,middle class,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,90%,Medium,0,0,90,Aggressive,2 car length,0.7,1
261544,3,0,30y+,university,upper class,1,after 2015,1,1,10238,11000.0,sports car,1,1,1,Disc,70%,Medium,1,0,40,Normal,2 car length,0.6,0
726814,1,0,10-19y,high school,poverty,0,before 2015,0,1,32765,7000.0,sedan,1,0,2,Drum,30%,High,0,0,90,Conservative,4 car length,0.7,0
791350,1,1,10-19y,high school,middle class,1,after 2015,0,1,10238,14000.0,sedan,2,0,2,Disc,30%,High,1,0,70,Aggressive,3 car length,0.4,0
824388,1,0,10-19y,university,upper class,1,before 2015,0,1,32765,7000.0,sedan,5,0,1,Drum,10%,Medium,0,1,90,Aggressive,1 car length,0.6,0
22674,0,0,0-9y,high school,poverty,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,50%,Low,0,0,55,Conservative,4 car length,0.4,1
667200,0,0,0-9y,high school,middle class,0,before 2015,1,0,10238,15000.0,sedan,0,0,0,Drum,90%,Medium,0,0,70,Normal,1 car length,0.5,1
305899,1,0,10-19y,high school,poverty,1,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Normal,4 car length,0.6,0
203295,0,1,0-9y,high school,middle class,1,before 2015,0,0,32765,,sedan,0,0,0,Drum,90%,Medium,0,0,85,Conservative,4 car length,0.4,1
810070,1,1,10-19y,university,working class,1,before 2015,0,1,92101,13000.0,sedan,0,1,3,Drum,70%,Low,0,0,70,Normal,2 car length,0.5,0
428019,1,0,0-9y,university,middle class,0,after 2015,1,0,10238,,sedan,0,0,0,Disc,30%,High,1,1,85,Normal,2 car length,0.6,1
393296,1,1,10-19y,none,poverty,0,before 2015,0,1,10238,13000.0,sedan,5,1,2,Drum,30%,High,0,0,85,Conservative,4 car length,0.6,1
663564,0,0,0-9y,none,poverty,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Conservative,3 car length,0.4,1
51511,3,0,10-19y,university,upper class,0,before 2015,0,1,10238,16000.0,sedan,1,0,0,Drum,30%,High,0,1,85,Conservative,1 car length,0.8,1
211111,2,0,0-9y,university,upper class,1,after 2015,1,1,10238,13000.0,sedan,0,0,0,Disc,70%,Medium,1,0,55,Normal,3 car length,0.7,0
259300,2,0,20-29y,high school,middle class,1,before 2015,1,1,32765,11000.0,sedan,2,0,0,Drum,90%,High,0,0,85,Normal,4 car length,0.5,0
777000,2,0,20-29y,university,upper class,1,after 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,10%,Medium,0,1,90,Normal,1 car length,0.5,0
361187,2,1,20-29y,high school,middle class,1,before 2015,1,1,10238,,sedan,2,0,3,Drum,70%,Medium,0,0,85,Normal,4 car length,0.4,0
637214,1,1,10-19y,high school,upper class,1,after 2015,1,1,10238,12000.0,sedan,2,0,2,Drum,10%,Medium,1,1,90,Normal,1 car length,0.5,0
708283,1,0,0-9y,none,poverty,0,after 2015,0,1,10238,12000.0,sedan,0,0,0,Disc,30%,High,0,0,70,Aggressive,2 car length,0.7,0
691130,3,1,20-29y,university,upper class,1,before 2015,1,1,10238,12000.0,sedan,4,0,3,Drum,90%,High,0,0,55,Normal,2 car length,1.0,0
221484,1,1,10-19y,university,upper class,1,after 2015,1,1,32765,11000.0,sedan,2,1,2,Drum,70%,Medium,1,1,85,Normal,2 car length,0.4,0
949343,1,0,10-19y,high school,working class,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,90,Normal,1 car length,0.6,0
477517,1,1,10-19y,university,middle class,1,after 2015,0,1,10238,15000.0,sedan,0,0,0,Disc,50%,High,1,0,70,Aggressive,4 car length,0.6,0
981659,1,0,10-19y,high school,middle class,1,after 2015,0,1,10238,,sedan,0,0,1,Disc,50%,Medium,0,0,90,Conservative,2 car length,0.7,0
327169,2,0,20-29y,high school,upper class,1,after 2015,1,1,10238,8000.0,sedan,2,0,5,Drum,30%,Medium,0,0,85,Normal,4 car length,0.6,0
3038,1,0,10-19y,high school,working class,1,after 2015,0,0,21217,16000.0,sedan,0,1,0,Disc,90%,Low,0,0,85,Conservative,3 car length,0.4,1
976721,2,0,20-29y,university,upper class,1,after 2015,1,1,10238,7000.0,sedan,2,0,4,Drum,90%,Low,1,0,85,Normal,4 car length,0.7,0
315150,1,0,10-19y,high school,poverty,1,before 2015,0,1,10238,,sedan,0,0,0,Drum,50%,Medium,0,0,55,Conservative,4 car length,0.5,0
613650,0,0,0-9y,university,upper class,1,before 2015,0,0,32765,10000.0,sedan,0,0,0,Drum,30%,Medium,0,1,55,Normal,4 car length,0.4,1
824647,1,0,10-19y,high school,poverty,1,before 2015,0,0,10238,,sedan,0,0,1,Drum,30%,Medium,0,0,90,Normal,2 car length,0.4,0
519722,3,0,30y+,high school,upper class,0,before 2015,0,1,10238,12000.0,sedan,2,1,5,Drum,70%,Medium,0,0,85,Conservative,1 car length,1.0,0
606934,3,1,30y+,university,middle class,1,before 2015,1,1,10238,14000.0,sedan,1,1,2,Drum,30%,Low,0,0,55,Normal,4 car length,0.8,0
176701,3,0,30y+,high school,upper class,1,before 2015,0,1,92101,14000.0,sedan,4,0,2,Drum,10%,Medium,1,0,55,Conservative,3 car length,0.8,0
315996,0,0,0-9y,university,middle class,1,before 2015,0,0,10238,,sedan,0,0,0,Drum,90%,Low,0,0,90,Conservative,2 car length,0.7,1
92066,2,0,20-29y,high school,working class,1,before 2015,1,1,10238,11000.0,sedan,0,0,1,Drum,50%,Medium,0,0,60,Normal,1 car length,0.7,0
786751,0,0,0-9y,high school,working class,0,before 2015,1,1,92101,11000.0,sports car,0,0,0,Drum,50%,High,0,0,90,Normal,1 car length,0.7,1
469570,1,0,10-19y,high school,upper class,1,before 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Aggressive,2 car length,0.7,0
193047,1,1,10-19y,university,middle class,1,before 2015,0,1,10238,16000.0,sedan,0,0,2,Drum,10%,High,0,0,55,Conservative,3 car length,0.5,1
16596,2,1,20-29y,university,upper class,1,before 2015,1,0,10238,17000.0,sedan,1,0,1,Drum,50%,Low,0,0,70,Normal,2 car length,0.6,0
457497,2,1,20-29y,university,upper class,1,after 2015,1,1,10238,,sedan,5,0,4,Drum,10%,High,0,1,55,Normal,4 car length,0.7,0
158868,2,1,20-29y,high school,middle class,0,before 2015,0,1,10238,12000.0,sedan,3,2,2,Drum,50%,Low,0,0,90,Conservative,1 car length,0.7,0
618377,2,0,10-19y,university,middle class,1,before 2015,1,1,32765,9000.0,sedan,1,0,1,Drum,30%,Medium,0,0,90,Normal,4 car length,0.5,0
528757,0,1,0-9y,university,middle class,1,after 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,70%,Medium,1,1,40,Normal,3 car length,0.5,0
830400,3,1,30y+,university,upper class,1,before 2015,0,1,10238,15000.0,sedan,1,0,3,Drum,30%,Low,1,0,90,Normal,3 car length,1.0,0
894394,0,1,0-9y,high school,middle class,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,High,0,0,70,Conservative,4 car length,0.5,1
437274,1,1,0-9y,university,upper class,0,after 2015,1,1,32765,10000.0,sedan,0,0,0,Disc,10%,Low,1,0,40,Normal,2 car length,0.4,1
199021,2,1,20-29y,university,upper class,1,before 2015,0,1,10238,15000.0,sedan,2,0,1,Drum,90%,Medium,1,0,70,Normal,3 car length,0.7,0
168157,1,0,10-19y,high school,poverty,0,before 2015,1,0,32765,11000.0,sedan,3,0,0,Drum,10%,High,0,0,60,Normal,2 car length,0.7,1
854391,2,0,20-29y,none,working class,0,before 2015,1,1,10238,7000.0,sedan,0,0,1,Drum,50%,High,0,0,55,Normal,4 car length,0.6,0
